ID,PART,KEY,BPM,TITLE,ORIGIN,ARTIST,SEASON,YEAR,TYPE,NOTES
001534,,G Major,116.66,Fuuka,,,Fall,2024,Anime,
001535,"Verse, Prechorus, Chorus","G# Major, A Major, G# Major","122.66, 122.66, 122.66",Same Blue,,,Fall,2024,Anime,
001536,,G Major,123,MMH,,,Fall,2024,Anime,
001537,,G# Major,123,Ai no Reunion,,,Fall,2024,Anime,
001538,,F# Major,124,Together Forever,,,Fall,2024,Anime,
001539,,C# Major,125,Sailing,,,Fall,2024,Anime,
001540,,C Major,125,Otozure,,,Fall,2024,Anime,
001541,,D Major,130,Jaka Jaan,,,Fall,2024,Anime,
001542,,F# Major,132,Show,,,Fall,2024,Anime,
001543,,G Major,132,Cosmic Treat,,,Fall,2024,Anime,
001544,,G Major,133,Endless Happy End,,,Fall,2024,Anime,
001545,,F# Major,135,Ito,,,Fall,2024,Anime,
001546,,G# Major,136,Icchokusen Daisaku,,,Fall,2024,Anime,
001547,,A Major,70,Kamihikouki,,,Winter,2025,Anime,
001548,,G# Major,70.5,Rourou,,,Winter,2025,Anime,
001549,,D# Major,71,Uni:Birth,,,Winter,2025,Anime,
001550,,A# Major,72,Bakesou na Kokoro,,,Winter,2025,Anime,
001551,,F# Major,72,Year N,,,Winter,2025,Anime,
001552,,F Major,73,POP UP!,,,Winter,2025,Anime,
001553,,E Major,73,Sketch,,,Winter,2025,Anime,rurira-rurira
001554,"Verse, Chorus A, Chorus B","F Major, D Major, D# Major","75, 75, 75",Hyakka Ryouran,Apothecary Diaries,Lilas Ikuta,Winter,2025,Anime,drums; pa-pa-ra; ahh
001555,,E Major,75,L'oN,,,Winter,2025,Anime,oh-wo-o-oah
001556,,C Major,75,Tasokare,,,Winter,2025,Anime,
001557,,C Major,75,Contrast,,,Winter,2025,Anime,
001558,"Verse, Chorus","A Major, D Major","76.5, 76.5",RUN SAKAMOTO RUN,,,Winter,2025,Anime,
001559,,G Major,77,Gotoubun no Egao,,,Winter,2025,Anime,
001560,,F# Major,77.5,Compass,,,Winter,2025,Anime,
001561,,F# Major,78,Hajimari no Mirai,,,Winter,2025,Anime,
001562,"Verse, Chorus","C Major, D Major","78.5, 78.5",sense of pain,,,Winter,2025,Anime,ahh...
001563,,A Major,79.5,Sousei no Aquarion,,,Winter,2025,Anime,
001564,,G# Major,79.5,Meramera,,,Winter,2025,Anime,oh-ohh...
001565,,F# Major,80,Enter,,,Winter,2025,Anime,
001566,,D Major,80,over the top,,,Winter,2025,Anime,
001567,,D# Major,80,Saijoukyuu no Koko,,,Winter,2025,Anime,
001568,"Verse, Chorus","D# Major, F# Major","80.5, 80.5","Koibito Ijou, Suki Miman",,,Winter,2025,Anime,ah-a-ha; wo-oah
001569,,D Major,80.5,Atashi no Dress,,,Winter,2025,Anime,
001570,,F Major,81.5,Perfect Day,,,Winter,2025,Anime,"la-la-la, la-la-la"
001571,,D Major,82,Oishii Survivor,,,Winter,2025,Anime,This is a story
001572,,A# Major,82,Saraba,,,Winter,2025,Anime,(guitars)
001573,,A Major,82.5,Life is Beautiful,,,Winter,2025,Anime,
001574,,G Major,83,Unsung ballad,,,Winter,2025,Anime,
001575,,G Major,83,Zen,,,Winter,2025,Anime,ooh-woohh..
001576,,D# Major,83.5,Kimi to Idol Precure,,,Winter,2025,Anime,
001577,,G Major,84,Dai Dai Daisuki,,,Winter,2025,Anime,
001578,,F Major,85,Wonderlust!!,,,Winter,2025,Anime,
001579,,G Major,85,SCOPE,,,Winter,2025,Anime,
001580,,G Major,85,Palette Days,,,Winter,2025,Anime,
001581,,G Major,85,Zainin,,,Winter,2025,Anime,
001582,,A Major,86,Hebi,,,Winter,2025,Anime,
001583,,C Major,86,True Peak,,,Winter,2025,Anime,
001584,,E Major,87,Jibun Kakumei,,,Winter,2025,Anime,
001585,,E Major,87.5,Pray Pray Pray,,,Winter,2025,Anime,
001586,,G# Major,88,BURN,,,Winter,2025,Anime,
001587,,G Major,88,Dokkin Mahoutsukai,,,Winter,2025,Anime,
001588,,D Major,89,Bloody Liar,,,Winter,2025,Anime,
001589,,D Major,90,BOW AND ARROW,,,Winter,2025,Anime,
001590,,D Major,90,Ichijitsusenshu,,,Winter,2025,Anime,
001591,,G# Major,91,Kimi to Shika Koishi,,,Winter,2025,Anime,
001592,,A# Major,91,Zero Ignition,,,Winter,2025,Anime,
001593,,D Major,91.5,Treasure!,,,Winter,2025,Anime,
001594,,D Major,92,"Arigato, Daisuki ni N",,,Winter,2025,Anime,
001595,,F Major,92,Frontiers,,,Winter,2025,Anime,3-2-1; what you wan
001596,,G# Major,92,NEET in Jam,,,Winter,2025,Anime,"hey, hey, hey"
001597,,G Major,93,Kinnikuman Hero,,,Winter,2025,Anime,
001598,,C# Major,93,Cuz I,,,Winter,2025,Anime,
001599,,C# Major,93.5,Ano ne,,,Winter,2025,Anime,oh-woah...
001600,,D Major,95,Horizon,,,Winter,2025,Anime,
001601,,D Major,96,CASANOVA POSSE,,,Winter,2025,Anime,"woah, yeah"
001602,,E Major,97,A Happy Promise,,,Winter,2025,Anime,
001603,,E Major,97.5,realitYhurts.,,,Winter,2025,Anime,(Synths); la-la-la
001604,,G Major,100,KILLKISS,,,Winter,2025,Anime,
001605,,C Major,100,Crescendo,,,Winter,2025,Anime,
001606,,D Major,107,Kirameki,,,Winter,2025,Anime,
001607,,B Major,110,The Eye,,,Winter,2025,Anime,
001608,,G Major,110,Risoukyo,,,Winter,2025,Anime,
001609,,G# Major,120,Make It Count,,,Winter,2025,Anime,Gonna make it count
001610,,G Major,125,Magic Hour,,,Winter,2025,Anime,"oh yeah, yeah; aye"
001611,,D Major,127,Isekai Kyousoukyoku,,,Winter,2025,Anime,
001612,,F# Major,128,OOKAMI,,,Winter,2025,Anime,
001613,,A Major,129,ReawakeR,,,Winter,2025,Anime,
001614,,G Major,130,But No Love,,,Winter,2025,Anime,Woah-oah
001615,,E Major,130,GIVE & TAKE,,,Winter,2025,Anime,
001616,,A Major,130,Choose!!,,,Winter,2025,Anime,
001617,,F Major,132,Ame Tokimeki Koi,,,Winter,2025,Anime,
001618,,F Major,132,Shujinkou ni Narou!,,,Winter,2025,Anime,jibun shidai da ze
001619,,A# Major,134,Bravely Dance,,,Winter,2025,Anime,It's time to go
001620,,C Major,70,Maji de Sekai Kaech,,,Spring,2025,Anime,ah-ahh...
001621,,A Major,70,Daijoubu,,,Spring,2025,Anime,
001622,,E Major,71,Summertime Ghost,,,Spring,2025,Anime,wo-oah...; ah-hah...
001623,,F Major,71,Aufheben,,,Spring,2025,Anime,wo-woah...
001624,,G# Major,71,Mahou wa Spice,,,Spring,2025,Anime,
001625,"Verse, Chorus","F Major, D# Major","72, 72",Alka Tale,,,Spring,2025,Anime,
001626,,A Major,73,Yaren no? Endless,,,Spring,2025,Anime,
001627,,F# Major,76,Tabi Shiyo! Don't You,,,Spring,2025,Anime,
001628,,C Major,77.5,Kekka Orai,,,Spring,2025,Anime,"get-get, it's alright"
001629,,D Major,77.5,FACSTORY,,,Spring,2025,Anime,
001630,,D Major,80.5,Everyday Host,,,Spring,2025,Anime,
001631,,F# Major,82.5,Sugosugi Maebashi,,,Spring,2025,Anime,
001632,,C# Major,85,Hurray!!,,,Spring,2025,Anime,
001633,,G Major,85,"Shitsumon, Koi tte N",,,Spring,2025,Anime,oi!
001634,,G Major,85,Clockwork Flowers,,,Spring,2025,Anime,
001635,,A# Major,85,Ninkoro Dance,,,Spring,2025,Anime,nin-nin-nin
001636,,C# Major,85.5,Ie de Yeah! Tte Age,,,Spring,2025,Anime,
001637,,E Major,85.5,Uchuu-teki Mystery,,,Spring,2025,Anime,"ta-ta, ta-ta, ta-tan"
001638,,C# Major,86,Illuminate,,,Spring,2025,Anime,
001639,,G# Major,86,Yume ja Nai nara N,,,Spring,2025,Anime,ohh...
001640,,D# Major,86.5,Plazma,,,Spring,2025,Anime,oh... Oh...
001641,,E Major,87,HIGH FLAME,,,Spring,2025,Anime,guitar; drums; la-la-la
001642,,A Major,87.5,So Lucky,,,Spring,2025,Anime,
001643,,C Major,88,Light Maker,,,Spring,2025,Anime,
001644,,G Major,89,Drops,,,Spring,2025,Anime,
001645,,F Major,89,Rise,,,Spring,2025,Anime,it's all about to rise
001646,,A# Major,89,Ring Ring Ring,,,Spring,2025,Anime,
001647,,G Major,89,KINGSBLOOD,,,Spring,2025,Anime,
001648,,F Major,89,Ballpark de Shake!,,,Spring,2025,Anime,1-2-3-4-5; let's go; wo
001649,,F# Major,89,Wish,,,Spring,2025,Anime,
001650,,G Major,90,Ready to Rock,,,Spring,2025,Anime,
001651,,C# Major,90,Shoudou,,,Spring,2025,Anime,
001652,,E Major,90,HEROES,,,Spring,2025,Anime,
001653,,D Major,90,Fushigi na Kimi,,,Spring,2025,Anime,
001654,,A Major,90,Hakudou,,,Spring,2025,Anime,
001655,,G Major,90,Binetsuma ,,,Spring,2025,Anime,
001656,,F# Major,90,Midnight Reflection,,,Spring,2025,Anime,
001657,,G Major,91,Honey Lemon,,,Spring,2025,Anime,
001658,,D Major,91,Omoi Ai,,,Spring,2025,Anime,
001659,,G# Major,92,Zettai Utahime Seng,,,Spring,2025,Anime,"3, 2, 1"
001660,,C Major,92,BOYZ,,,Spring,2025,Anime,
001661,,D Major,92,The 1,,,Spring,2025,Anime,
001662,,D# Major,93,AXCLUSION,,,Spring,2025,Anime,
001663,,A Major,93,Lazarus,,,Spring,2025,Anime,
001664,,G Major,94,Tenshi to Akuma,,,Spring,2025,Anime,
001665,,D# Major,94,BLADE,,,Spring,2025,Anime,
001666,,G Major,94,Ai Uta,,,Spring,2025,Anime,
001667,,G# Major,94,Singularist,,,Spring,2025,Anime,
001668,,D Major,95.5,Vortex,,,Spring,2025,Anime,
001669,,F# Major,97,Speed,,,Spring,2025,Anime,
001670,,C# Major,97,heart,,,Spring,2025,Anime,
001671,,G# Major,100,Koeru,,,Spring,2025,Anime,
001672,,E Major,100,Kaseijin,,,Spring,2025,Anime,
001673,,D Major,100,Aitoka.,,,Spring,2025,Anime,
001674,,E Major,105,Kiiro Shingou,,,Spring,2025,Anime,
001675,,C# Major,107,Yokan,,,Spring,2025,Anime,
001676,,D# Major,109,Gegege no Kitarou,,,Spring,2025,Anime,
001677,,A Major,114,Skirt,,,Spring,2025,Anime,
001678,,G Major,115,GRIDOUT,,,Spring,2025,Anime,
001679,,A Major,115,MONTAGE,,,Spring,2025,Anime,
001680,,C Major,115,TWILIGHT!!!,,,Spring,2025,Anime,
001681,,F Major,125,Sonna Mon ne,,,Spring,2025,Anime,
001682,,A Major,125,MAISIE,,,Spring,2025,Anime,
001683,,F Major,125,Twilight,,,Spring,2025,Anime,
001684,,C Major,126,INERTIA,,,Spring,2025,Anime,
001685,"Verse, Chorus","D Major, G# Major","128, 128",Watch me!,,YOASOBI,Spring,2025,Anime,"3, 2, 1"
001686,,G Major,128,"Kanojo wa Ima, Mei",,,Spring,2025,Anime,
001687,,E Major,130,Many Merry Memori,,,Spring,2025,Anime,woo!
001688,,C# Major,132,Sou,,,Spring,2025,Anime,wo-woah...
001689,,F Major,134,Mou Dou Natte mo,,,Spring,2025,Anime,
001690,,G Major,135,Continue,,,Spring,2025,Anime,
001691,,C Major,135,GET BACK,,,Spring,2025,Anime,ah-ah...
001692,,C# Major,137,Brand New Day,,,Spring,2025,Anime,
001693,"Verse, Chorus, Last Chorus","E Major, E Major, F Major","138, 138, 138",Kusushiki,Apothecary Diaries: Season 2,Mrs. GREEN APPLE,Spring,2025,Anime,"yuy-yuy; mm, mm"
001694,,F Major,138,Baby Baby Baby,,,Spring,2025,Anime,
001695,"Verse, Chorus, Bridge, Outro","D# Major, D# Major, A Major, C# Major","70, 70, 70, 70",Taiyou ga Noboronai,,Aimer,Summer,2025,Anime,
001696,,G Major,70,Method,,,Summer,2025,Anime,
001697,"Verse, Chorus","D# Major, F Major","70.5, 70.5",Tenden Barbara,,,Summer,2025,Anime,
001698,,A Major,70.5,SUPERNOVA,,,Summer,2025,Anime,
001699,"Verse, Chorus","B Major, D Major","71, 71",Kagome Kagome,,,Summer,2025,Anime,"ooh, oohh..."
001700,,A Major,72,Manazashi wa Hikari,,,Summer,2025,Anime,
001701,"Verse, Chorus","D Major, E Major","72.5, 72.5",Tokihanate,,,Summer,2025,Anime,ichi-ni-san; u-wa-a
001702,"Intro, Verse, Chorus","F Major, D Major, D Major","75, 75, 75",My way,,,Summer,2025,Anime,
001703,"Intro, Verse, Prechorus, Chorus","F Major, G# Major, F Major, G Major","75, 75, 75, 75",Super Big Love,,,Summer,2025,Anime,
001704,"Verse, Prechorus, Chorus, Outro","B Major, A Major, B Major, C Major","75, 75, 75, 75",Kamidanomi,,,Summer,2025,Anime,
001705,"Verse, Prechorus, Chorus","C Major, F Major, E Major","75, 75, 75",Saikai,,,Summer,2025,Anime,"hah, hah, ha-ah..."
001706,"Verse, Chorus","C Major, G Major","128, 75",Happy Lucky Chappy,,,Summer,2025,Anime,
001707,"Intro, Verse, Chorus","F Major, C Major, C Major","75, 75, 75",GORIGORI Feez-e Girl,,,Summer,2025,Anime,
001708,,C Major,76.5,What is Justice?,,,Summer,2025,Anime,
001709,"Intro, Verse, Chorus","E Major, A Major, E Major","76.5, 76.5, 76.5",Seishun Towa,,,Summer,2025,Anime,woo!
001710,,A# Major,77,Hello,,,Summer,2025,Anime,
001711,,F# Major,78,Bitter end,,,Summer,2025,Anime,
001712,,A Major,78.5,CAT CITY,,,Summer,2025,Anime,
001713,,C Major,79,Doukashiteru,,,Summer,2025,Anime,
001714,"Verse, Prechorus, Chorus","B Major, G# Major, G# Major","79, 79, 79",Tomoshibi,,,Summer,2025,Anime,
001715,,F Major,80,Unique,,,Summer,2025,Anime,
001716,,G Major,80,NEW PANTY AND ST,,,Summer,2025,Anime,
001717,,F# Major,80.5,Junjou de Are,,,Summer,2025,Anime,
001718,,G Major,81.5,Resolution,,,Summer,2025,Anime,
001719,"Verse, Chorus","C# Major, D# Major","81.5, 81.5",Kimi ga Kureta Mono,,,Summer,2025,Anime,
001720,,G Major,82,Harenohini,,,Summer,2025,Anime,
001721,,G Major,85,Umutsuki,,,Summer,2025,Anime,
001722,,D# Major,85,suffer,,,Summer,2025,Anime,
001723,,D# Major,86,CALLING,,,Summer,2025,Anime,
001724,"Verse, Prechorus, Chorus","E Major, G Major, E Major","86.5, 86.5, 86.5",Ao to Kirameki,,,Summer,2025,Anime,
001725,,G Major,87,Wish for you,,,Summer,2025,Anime,
001726,,F# Major,87,Akari wa Tooku,,,Summer,2025,Anime,
001727,,D Major,89,Hyakuchinisou,,,Summer,2025,Anime,
001728,,F Major,90.5,Muri Muri Shinkaron,,,Summer,2025,Anime,
001729,"Verse, Prechorus, Chorus, Outro","G# Major, F# Major, G# Major, E Major","90.5, 90.5, 90.5, 90.5",Futari no Game,,,Summer,2025,Anime,
001730,,A Major,91,Blue Motion,,,Summer,2025,Anime,
001731,,G Major,93,Kakumei Douchuu,,,Summer,2025,Anime,
001732,,G Major,93,HUGs,,,Summer,2025,Anime,
001733,,D# Major,93,Snowdrop,,,Summer,2025,Anime,
001734,,E Major,94,Kimi ni Fusawashii,,,Summer,2025,Anime,
001735,,F Major,95,CRY OUT CRY OVER,,,Summer,2025,Anime,
001736,,A Major,97,Maillard,,,Summer,2025,Anime,
001737,"Intro, Verse, Chorus","A# Major, C Major, C Major","98, 98, 98",Magestic Catastrophe,,,Summer,2025,Anime,
001738,,A Major,98.5,Dystopia or Utopia,,,Summer,2025,Anime,
001739,,A Major,102.33,enja,,,Summer,2025,Anime,
001740,,E Major,105,Ame to,,,Summer,2025,Anime,
001741,,F Major,112,Hikari no Sumika,,,Summer,2025,Anime,
001742,,A Major,115,End of Days,,,Summer,2025,Anime,
001743,,A# Major,116,BLOOM,,,Summer,2025,Anime,
001744,,A Major,118,Mirage,,,Summer,2025,Anime,
001745,"Verse, Chorus, Outro","A Major, A Major, A# Major","119, 119, 119",Mr. Moonlight,,,Summer,2025,Anime,
001746,,A Major,119.5,Mikansei ni Matataite,,,Summer,2025,Anime,
001747,,F# Major,122,Gesshoku,,,Summer,2025,Anime,
001748,,F# Major,124,feel,,,Summer,2025,Anime,
001749,,E Major,124,Yuurei ni Naritai,,,Summer,2025,Anime,
001750,,E Major,125,Ruler,,,Summer,2025,Anime,
001751,,A Major,126,HOWL,,,Summer,2025,Anime,
001752,,C Major,130,Can't Run From,,,Summer,2025,Anime,
001753,,G Major,130,Kawaii Kaiwai,,,Summer,2025,Anime,
001754,,E Major,132,Mirai Cider,,,Summer,2025,Anime,
001755,,C# Major,137,OVERNIGHT,,,Summer,2025,Anime,
001756,,D Major,72.5,Wo Ai Ni,,,Summer,2025,Anime,ahh...
001757,,A Major,76,THE REVO,,,Summer,2025,Anime,
001758,,F Major,80,Amidakuji,,,Summer,2025,Anime,
001759,,D# Major,80,Amadeus,,,Summer,2025,Anime,
001760,"Verse, Chorus","E Major, G Major","85, 85",Issen,,,Summer,2025,Anime,build up
001761,,D# Major,85.5,Spurt Syndromer,,,Summer,2025,Anime,intro dialogue
001762,,D# Major,88,Bake no Kawa,,,Summer,2025,Anime,yeah; get out
001763,,G# Major,89,Uza Kawaikute Nani,,,Summer,2025,Anime,
001764,,D# Major,92.5,LET’S JUST CRASH,,,Summer,2025,Anime,
001765,,G Major,97,Senjyo no Hana,,,Summer,2025,Anime,wah...
001766,,A Major,97,yummy goodday,,,Summer,2025,Anime,wo-o-oah...; lala; do it
001767,"Verse, Chorus","A Major, D Major","108.5, 108.5",Get No Satisfied!,,,Summer,2025,Anime,
001768,,F# Major,110,Sakura Kaze,,,Summer,2025,Anime,la-la-la
001769,,G# Major,112,Hi wo Mamoru,,,Summer,2025,Anime,build-up drums
001770,,F Major,115,Fumetsu no Anata e,,,Summer,2025,Anime,
001771,,C Major,123,Nie,,,Summer,2025,Anime,
001772,"Verse, Chorus","C Major, D Major","133, 133",Magic,,,Summer,2025,Anime,
001773,"Verse, Chorus","A Major, C Major","71, 71",Stellar Days,,,Fall,2025,Anime,
001774,,D Major,72.5,Wanna be,,,Fall,2025,Anime,
001775,,C# Major,74,Iolite,,,Fall,2025,Anime,
001776,,A# Major,75,"Hira yori Rai ya, Sara",,,Fall,2025,Anime,
001777,,E Major,75,Monster,,,Fall,2025,Anime,
001778,,G Major,77.5,Dokidoki Kirameki,,,Fall,2025,Anime,
001779,,D# Major,78,Level wo Agete Butsu,,,Fall,2025,Anime,
001780,,C Major,78.5,Isekai Concerto,,,Fall,2025,Anime,
001781,,G# Major,79.5,Mahou,,,Fall,2025,Anime,"oohh, la-la, la-la"
001782,,A Major,80,Honto to Uso,,,Fall,2025,Anime,
001783,,D# Major,80,Ii yo,,,Fall,2025,Anime,
001784,"Intro, Verse, Chorus","E Major, G Major, E Major","80, 80, 80",Toryanse,,,Fall,2025,Anime,"hey; lai, la-lai"
001785,,F# Major,80,"Ikite, Sansan",,,Fall,2025,Anime,
001786,,G Major,82,Future Session,,,Fall,2025,Anime,
001787,,F Major,82,Dramatic Overlay,,,Fall,2025,Anime,"1, 2, 3"
001788,,E Major,83,Koi no Magic Potion,,,Fall,2025,Anime,
001789,,F Major,84,Prologue,,,Fall,2025,Anime,
001790,,F# Major,85,Futaribun,,,Fall,2025,Anime,
001791,,G Major,85,Invincible,,,Fall,2025,Anime,
001792,,G Major,87,Reincarnation,,,Fall,2025,Anime,
001793,,D Major,87,Ender,,,Fall,2025,Anime,
001794,,F# Major,88,Hacha Mecha Wacha,,,Fall,2025,Anime,
001795,,E Major,89,Liar,,,Fall,2025,Anime,
001796,,F Major,89,Sugary Story,,,Fall,2025,Anime,
001797,,A Major,89.5,Zettai Shousan,,,Fall,2025,Anime,
001798,,F Major,91,Mad Pulse,,,Fall,2025,Anime,build-up; wo-wo-wo
001799,,F# Major,91,Seishun no Silhouette,,,Fall,2025,Anime,
001800,,F Major,91,Kusuguttai.,,,Fall,2025,Anime,
001801,,F# Major,91.5,Hyakumensou,,,Fall,2025,Anime,
001802,,C# Major,92,Futari de Iyouka,,,Fall,2025,Anime,
001803,,C# Major,94,"1, 2, Play",,,Fall,2025,Anime,
001804,,F Major,95,Quest,,,Fall,2025,Anime,
001805,,A Major,95,U.K.U,,,Fall,2025,Anime,
001806,,G# Major,96,Gohan Tabeyo,,,Fall,2025,Anime,
001807,,G Major,97,Daybreak,,,Fall,2025,Anime,
001808,,A# Major,98,So Far Away,,,Fall,2025,Anime,
001809,,F Major,100,Happy Yummy Lucky,,,Fall,2025,Anime,
001810,,C# Major,100,Adultic Children,,,Fall,2025,Anime,"1, 2, 3, 4"
001811,,C Major,100,Sweet Disaster,,,Fall,2025,Anime,
001812,,F# Major,100,Algorithm,,,Fall,2025,Anime,
001813,,F Major,101,Inochi no Parade,,,Fall,2025,Anime,
001814,,G# Major,101,Empty Heart,,,Fall,2025,Anime,
001815,,A Major,117,POP LIFE,,,Fall,2025,Anime,
001816,,F# Major,118,Stare in Wonder,,,Fall,2025,Anime,
001817,,D# Major,122,WE ARE MADE,,,Fall,2025,Anime,
001818,,F Major,123,Bukiyou na I love you,,,Fall,2025,Anime,
001819,,A Major,125,Platform,,,Fall,2025,Anime,ahh; Stems
001820,,C Major,130,Black Flame,,,Fall,2025,Anime,
001821,,D Major,137,Piece of my world,,,Fall,2025,Anime,
001822,,F Major,139,Touring,,,Fall,2025,Anime,
001823,"Verse, Chorus","C# Major, D Major","92.5, 92.5",Careless,,,Summer,2021,Anime,
001824,"Verse, Prechorus, Chorus","G Major, A# Major, A# Major","78, 78, 78",Shingetsu no Da Capo,,,Fall,2021,Anime,
001825,"Verse, Chorus","E Major, F# Major","97, 97",Gamushara,Boruto,CHiCO with HoneyWorks,Summer,2021,Anime,
001826,"Verse, Chorus, Last Chorus","B Major, C Major, D Major","110, 110, 110",BOY,Ranking of Kings,King Gnu,Fall,2021,Anime,
001827,"Verse, Prechorus, Chorus","A Major, F# Major, C# Major","83, 83, 83",Asa ga Kuru,Demon Slayer,Aimer,Winter,2022,Anime,
001828,"Verse, Chorus","A# Major, D Major","136, 136",Shinshi no Torihiki,TsukiMichi: Moonlit Fantasy,,Summer,2022,Anime,
001829,"Verse, Chorus","C Major, A# Major","72.5, 72.5",Endless Love,,,Fall,2022,Anime,
001830,"Verse, Chorus, Bridge","D Major, E Major, F# Major","129, 129, 129",Route BLUE,Shikimori's Not Just a Cutie,,Spring,2022,Anime,
001831,"Verse, Chorus","A Major, C Major","112.5, 112.5",Make Up Life,,,Spring,2022,Anime,
001832,"Verse, Chorus","G Major, F# Major","110, 110",Koshaberi Byori,,,Spring,2022,Anime,
001833,"Verse, Prechorus, Chorus","E Major, D Major, F Major","76, 76, 76",Hajimari e to Tsuzuku Bashou,,,Summer,2022,Anime,
001834,"Verse, Chorus","D Major, E Major","137, 137",Tokyo Shandy Rendezvous,,,Fall,2022,Anime,
001835,"Verse, Prechorus, Chorus, Verse 2","G# Major, F Major, C# Major, C# Major","92.5, 92.5, 92.5, 92.5",VITA,,,Winter,2023,Game,
001836,"Verse, Chorus A, Chorus B","G Major, C Major, G Major","104, 104, 104",Daremo Karemo Dokomo Nanimo Shiranai,Heavenly Delusion,ASOBI Doumei,Spring,2023,Anime,
001837,"Verse, Chorus","E Major, F# Major","118, 118",a few sentimental,Dangers In My Heart,Kohana Lam,Spring,2023,Anime,
001838,"Verse, Chorus","C# Major, D# Major","130, 130",Tsuki no Hana,Pretty Guardian Sailor Moon Cosmos The Movie,Daoko,Spring,2023,Anime,
001839,"Intro, Verse, Chorus","G# Major, D# Major, D# Major","86.5, 86.5, 86.5",Follow You,,,Spring,2023,Anime,
001840,"Verse, Chorus","D Major, D# Major","130, 130",Kuufuku,,,Spring,2023,Anime,
001841,,A# Major,91.5,NAME,,"Mie, Komura, Masayoshi Oishi",Summer,2023,Anime,
001842,"Verse, Prechorus A, Prechorus B, Chorus","C# Major, C# Major, E Major, G Major","72.66, 72.66, 72.66, 72.66",Ikenai Etranger,,,Fall,2023,Anime,
001843,"Verse, Prechorus, Chorus","F Major, D# Major, F Major","75, 75, 75",Itterashai...,,,Fall,2023,Anime,
001844,"Verse, Chorus","G# Major, A Major","121, 121",Etcetera,Kimi ni Todoke: Season 3,imase,Spring,2025,Anime,
001845,"Intro, Verse, Prechorus, Chorus","C# Major, A# Major, C Major, A# Major","70, 90, 90, 90",Tatakae ga Kieta,,,Fall,2024,Anime,
001846,"Verse, Chorus","G Major, E Major","74.5, 74.5",Back With a Bang,,,Fall,2024,Anime,
001847,"Verse, Chorus","F Major, G Major","120, 120",Be Your Saikyo,,,Fall,2024,Anime,
001848,"Verse, Chorus","C# Major, E Major","138, 138",request,Solo Leveling,,Fall,2024,Anime,
001849,"Verse, Chorus","G Major, C Major","77.5, 77.5",Nothing can challenge,,,Fall,2024,Anime,
001850,"Verse, Chorus","A# Major, B Major","120, 120",Drifters,,,Fall,2024,Anime,
001851,"Verse, Chorus","C# Major, D# Major","80, 80",Konse Daikakumei,,,Fall,2024,Anime,
001852,"Verse, Chorus 1, Chorus 2, Bridge, Last Chorus","D# Major, D# Major, F# Major, F# Major, D# Major","97.5, 97.5, 97.5, 97.5, 97.5",Liberator,"""Omae Gotoki ga Maou ni Kateru to Omouna"" to Yuusha Party wo Tsuihou sareta node, Outo de Kimama ni Kurashitai",PassCode,Winter,2026,Anime,oohh
001853,"Verse, Pre-chorus A, Pre-chorus B, Chorus","E Major, E Major, B Major, B Major","75, 75, 75, 75",Kimi ga Tomoshite Kureta Hikari wo Ima,29-sai Dokushin Chuuken Boukensha no Nichijou,"HoneyWorks, Hanon",Winter,2026,Anime,"1, 2, san, shi; wo-oah"
001854,"Verse, Pre-chorus, Chorus","G# Major, G# Major, A# Major","71, 71, 71",Ai no Fanfare,Akuyaku Reijou wa Ringoku no Outaishi ni Dekiai sareru,"Ayahi Takagaki, Yu Shirota",Winter,2026,Anime,ahh... (choir)
001855,,D# Major,105,Blue Noise,Ao no Miburo: Serizawa Ansatsu-hen,Ryosuke Yamada,Winter,2026,Anime,yeah; woah; guitars
001856,"Verse, Pre-chorus, Chorus","A Major, A Major, A Major","126, 84, 126",Q.E.D,Arne no Jikenbo,Sou,Winter,2026,Anime,intro
001857,,E Major,75,Furubuko,Baki-dou,WANIMA,Winter,2026,Anime,
001858,,C Major,137,LA FERALIA,Beastars Final Season Part 2,Satoru Kosaki,Winter,2026,Anime,no vocals
001859,,B Major,120,One In A Billion,Dark Moon: Tsuki no Saidan,ENHYPEN,Winter,2026,Anime,ah-ahh...; yeah
001860,,G Major,115,Wizard's Diary,Champignon no Majo,ROSU,Winter,2026,Anime,ah-ah-hah...
001861,"Verse, Pre-chorus, Chorus","D Major, F Major, D Major","115, 115, 115",Make Me Wonder,Darwin Jihen,Official HIGE DANdism,Winter,2026,Anime,
001862,,E Major,71.5,Dead End,Dead Account,Haru Igarashi,Winter,2026,Anime,intro
001863,,B Major,108,L to R,"Douse, Koishite Shimaunda. Season 2",ME:I,Winter,2026,Anime,
001864,"Verse, Pre-chorus, Chorus","B Major, B Major, E Major","72.5, 72.5, 72.5",Ayakashi Ayashi,Duel Masters Lost: Boukyaku no Taiyou,Kashitaro Ito,Winter,2026,Anime,
001865,"Verse, Chorus, Last Chorus","A# Major, A# Major, B Major","87, 87, 87",Ignis,Enen no Shouboutai: San no Shou Part 2,Takanori Nishikawa,Winter,2026,Anime,
001866,,D# Major,107.5,Happy Ever After,Eris no Seihai,"Reina Washio, YU-KA",Winter,2026,Anime,intro
001867,,F Major,103,PROVANT,Fate/strange Fake,"Hiroyuki Sawano, Jean-Ken Johnny, TAKUMA",Winter,2026,Anime,
