id,title,artist,type,origin,season,year,notes
K00018,Destiny,IZ*ONE,KPop,BLOOM*IZ,Winter,2020,
K00019,Best Friend,NCT DREAM,KPop,We Boom,Summer,2019,
K00020,Callin',A.C.E,KPop,Callin',Fall,2017,
K00021,Light,ATEEZ,KPop,TREASURE EP.2: Zero To One,Winter,2019,
K00022,Hi Hello,DAY6,KPop,Every Day6 July,Summer,2017,
K00023,Limitless,NCT 127,KPop,NCT #127 Limitless,Winter,2017,
K00024,Cherry Bomb,NCT 127,KPop,NCT #127 Cherry Bomb,Spring,2017,
K00025,Beautiful Time,NCT DREAM,KPop,We Go Up,Summer,2018,
K00026,Uncover (Sung by SEULGI),Red Velvet-IRENE & SEULGI,KPop,Monster,Summer,2020,
K00027,GOODBYE ROAD,iKON,KPop,NEW KIDS : THE FINAL,Fall,2018,
K00028,Celebrate,ATEEZ,KPop,ZERO : FEVER Part.2,Winter,2021,
K00029,Make It Rain,Block B-BASTARZ,KPop,WELCOME 2 BASTARZ,Fall,2016,
K00030,ECLIPSE,GOT7,KPop,SPINNING TOP : BETWEEN SECURITY & INSECURITY,Spring,2019,
K00031,snow,Moonbyul,KPop,Dark Side of the Moon,Winter,2020,
K00032,No Longer,NCT 127,KPop,NCT #127 Regular-Irregular,Fall,2018,
K00033,Why,ONF,KPop,GO LIVE,Fall,2019,
K00034,Can We Talk Again,PURPLE KISS,KPop,INTO VIOLET,Winter,2021,
K00035,"Eyes Locked, Hands Locked",RED VELVET,KPop,The ReVe Festival Day 2,Summer,2019,
K00036,Gone,ROSÉ,KPop,R,Winter,2021,
K00037,"My Story, My Song",SF9,KPop,9loryUS,Summer,2020,
K00038,Spectrum,TRCNG,KPop,NEW GENERATION,Fall,2017,
K00039,MMM,TREASURE,KPop,The First Step: Chapter Three,Fall,2020,
K00040,Say Yes,TWICE,KPop,What is Love?,Spring,2018,
K00041,meaningless,WOODZ,KPop,meaningless,Fall,2018,
K00042,Jamais Vu,BTS,KPop,MAP OF THE SOUL : PERSONA,Spring,2019,
K00043,Life Goes On,BTS,KPop,BE,Fall,2020,
K00044,WHY,Hwa Sa,KPop,María,Spring,2020,
K00045,Hello,PURPLE KISS,KPop,INTO VIOLET,Winter,2021,
K00046,Why Can't You Love Me?,WENDY,KPop,Like Water,Spring,2021,
K00047,Intro: What Am I to You,BTS,KPop,Dark & Wild,Summer,2014,
K00048,Film out,BTS,KPop,Film out,Spring,2021,
K00049,RHYTHM TA ,iKON,KPop,WELCOME BACK,Fall,2015,
K00050,I'm Fine Thank You,LADIES' CODE,KPop,CODE#02 PRETTY PRETTY,Summer,2013,
K00051,Awaken,Stray Kids,KPop,I am NOT,Winter,2018,
K00052,Always Find You,YURI,KPop,Always Find You,Winter,2018,
K00053,Galaxy,BOL4,KPop,RED PLANET,Summer,2016,
K00054,UN Village,BAEKHYUN,KPop,City Lights,Summer,2017,
K00055,We Are Bulletproof : the Eternal,BTS,KPop,MAP OF THE SOUL : 7,Winter,2020,
K00056,Fall Again,LOONA,KPop,[12:00],Fall,2020,
K00057,Like Water,WENDY,KPop,Like Water,Spring,2021,
K00058,I Just Wanna,Amber Liu & Eric Nam,KPop,Beautiful,Winter,2015,
K00059,Amusement Park,BAEKHYUN,KPop,Bambi,Winter,2021,
K00060,Where You From,BTS,KPop,Skool Luv Affair,Winter,2014,
K00061,Where Are You,CLC,KPop,Free'sm,Summer,2017,
K00062,Flicker,ENHYPEN,KPop,BORDER : DAY ONE,Fall,2020,
K00063,Reply,Han Seungwoo,KPop,Fame,Summer,2020,
K00064,D-1,LOONA,KPop,Yves,Fall,2017,
K00065,Hello Future,NCT DREAM,KPop,Hello Future,Spring,2021,
K00066,Daisy,PENTAGON,KPop,WE:TH,Fall,2020,
K00067,Hellevator,Stray Kids,KPop,Mixtape,Winter,2018,
K00068,WHO?,Stray Kids,KPop,I am WHO,Summer,2018,
K00069,Just A Little Bit,ENHYPEN,KPop,DIMENSION: DILEMMA,Fall,2021,
K00070,Under Cover,A.C.E,KPop,UNDER COVER,Spring,2019,
K00071,Thank U,GOT7,KPop,Eyes On You,Winter,2018,
K00072,With*One,IZ*ONE,KPop,Oneiric Diary,Spring,2020,
K00073,Buddy,LUCY,KPop,Gatcha!,Spring,2021,
K00074,Déjà Vu,NCT DREAM,KPop,NCT Resonance Pt. 1,Fall,2020,
K00075,4419,Stray Kids,KPop,Mixtape,Winter,2018,
K00076,Handle It,TWICE,KPop,Eyes Wide Open,Fall,2020,
K00077,Behind the Mask,TWICE,KPop,Eyes Wide Open,Fall,2020,
K00078,Hide And Seek,Wanna One,KPop,1¹¹=1 (POWER OF DESTINY),Fall,2018,
K00079,Borders,Amber Liu,KPop,Borders,Winter,2016,
K00080,Intro: The Most Beautiful Moment in Life,BTS,KPop,The Most Beautiful Moment in Life Pt.1,Spring,2015,
K00081,Let Go,BTS,KPop,FACE YOURSELF,Spring,2018,
K00082,Intro : Persona,BTS,KPop,MAP OF THE SOUL : PERSONA,Spring,2019,
K00083,Toward Tommorow,H&D,KPop,Happy Day,Winter,2020,
K00084,Switch It Up (Prod. Cha Cha Malone),JAY B & sokodomo,KPop,SOMO: FUME,Summer,2021,
K00085,Hero,LUCY,KPop,INSIDE,Winter,2021,
K00086,Rebirth,RED VELVET,KPop,Rebirth,Summer,2017,
K00087,Awake!,Wanna One,KPop,1¹¹=1 (POWER OF DESTINY),Fall,2018,
K00088,Take You Home,BAEKHYUN,KPop,Take You Home,Spring,2017,
K00089,STAY,BLACKPINK,KPop,SQUARE TWO,Fall,2016,
K00090,Epilogue: Young Forever,BTS,KPop,The Most Beautiful Moment in Life: Young Forever,Spring,2016,
K00091,I'm Fine,BTS,KPop,Love Yourself 結 Answer,Summer,2018,
K00092,Dionysus,BTS,KPop,MAP OF THE SOUL : PERSONA,Spring,2019,
K00093,Lullaby,DREAMCATCHER,KPop,Fall asleep in the mirror,Spring,2017,
K00094,X X,LOONA,KPop,[X X],Winter,2019,
K00095,SELFISH,Moonbyul & Seulgi,KPop,SELFISH,Spring,2018,
K00096,Road Trip,NCT 127,KPop,Sticker,Summer,2021,
K00097,HOME,SEVENTEEN,KPop,YOU MADE MY DAWN,Winter,2019,
K00098,Mixtape: OH,Stray Kids,KPop,Mixtape: OH,Spring,2021,
K00099,1 to 10,TWICE,KPop,TWICEcoaster: Lane 1,Fall,2016,
K00100,Holiday Party,WEEEKLY,KPop,Play Game : Holiday,Summer,2021,
K00101,Interlude : Question,ENHYPEN,KPop,DIMENSION: DILEMMA,Fall,2021,
K00102,Elegante,Azer,KPop,Elegante,Winter,2021,
K00103,Outro : Her,BTS,KPop,Love Yourself 承 Her,Summer,2017,
K00104,CALLING YOU,Highlight,KPop,CALLING YOU,Spring,2017,
K00105,RUMOR,KARD,KPop,RUMOR,Spring,2017,
K00106,Warning (feat. lIlBOI),KIMSEJEONG,KPop,I'm,Winter,2021,
K00107,Fly Away With Me,NCT 127,KPop,NCT #127 Regular-Irregular,Fall,2018,
K00108,TIAMO,T-ARA,KPop,REMEMBER,Fall,2016,
K00109,All Night Long (feat. LUCAS),TAEYEON,KPop,Something New,Spring,2018,
K00110,Like a Fool,TWICE,KPop,The Story Begins,Fall,2015,
K00111,What a Wonderful Word ,Young K & PARKMOONCHI,KPop,What a Wonderful Word ,Winter,2021,
K00112,Black Mamba,aespa,KPop,Black Mamba,Fall,2020,
K00113,First Love,AFTER SCHOOL,KPop,First Love,Spring,2013,
K00114,72414800%,Agust D,KPop,Agust D,Summer,2016,
K00115,Strange (feat. RM),Agust D,KPop,D-2,Spring,2020,
K00116,Dancing Like Butterfly Wings,ATEEZ,KPop,TREASURE EP.3: One To All,Spring,2019,
K00117,Restless,BIBI,KPop,LISTEN 035 Restless,Winter,2020,
K00118,BAD SAD AND MAD,BIBI,KPop,Life is a Bi…,Spring,2021,
K00119,LOSER,BIGBANG,KPop,M,Spring,2015,
K00120,WE LIKE 2 PARTY,BIGBANG,KPop,A,Spring,2015,
K00121,ZUTTER (GD&T.O.P),BIGBANG,KPop,E,Summer,2015,
K00122,FXXK IT,BIGBANG,KPop,MADE,Fall,2016,
K00123,Toy,Block B,KPop,Blooming Period,Spring,2016,
K00124,Only One,BoA,KPop,Only One,Summer,2012,
K00125,Leo,BOL4 & Baekhyun,KPop,Leo,Spring,2020,
K00126,Beep Beep,BTOB,KPop,Beep Beep,Winter,2014,
K00127,Rain,BTS,KPop,Dark & Wild,Summer,2014,
K00128,Whalien 52,BTS,KPop,The Most Beautiful Moment in Life Pt.2,Fall,2015,
K00129,Hands Up,Cherry Bullet,KPop,Hands Up,Winter,2020,
K00130,Emotion,DREAMCATCHER,KPop,Nightmare,Winter,2017,
K00131,Which a star,DREAMCATCHER,KPop,Escape the ERA,Spring,2018,
K00132,Deja Vu,DREAMCATCHER,KPop,Raid of Dream,Summer,2019,
K00133,SAHARA,DREAMCATCHER,KPop,Dystopia: The Tree of Language,Winter,2020,
K00134,Daybreak,DREAMCATCHER,KPop,Dystopia: The Tree of Language,Winter,2020,
K00135,Starlight,ENOi,KPop,"For RAYS, Realize All Your Star",Fall,2019,
K00136,Cave Me In,Eric Nam & Gallant & Tablo,KPop,Cave Me In,Winter,2017,
K00137,MAMA,EXO,KPop,Mama,Spring,2012,
K00138,Growl,EXO,KPop,XOXO (Repackage),Summer,2013,
K00139,Runaway,EXO,KPop,DON'T FIGHT THE FEELING,Spring,2021,
K00140,Telephone,EXO-SC & 10cm,KPop,Telephone,Summer,2020,
K00141,WHO YOU?,G-DRAGON,KPop,COUP D'ETAT,Summer,2013,
K00142,Psycho4U,GIRLKIND,KPop,Psycho4U,Fall,2020,
K00143,LET ME,Golden Child,KPop,Goldenness,Summer,2018,
K00144,Girls Girls Girls,GOT7,KPop,Got It?,Winter,2014,
K00145,AURA,GOT7,KPop,DYE,Spring,2020,
K00146,Child,Han Seungwoo,KPop,Fame,Summer,2020,
K00147,DRIP,HINAPIA,KPop,New Start,Fall,2019,
K00148,Baragi,Hyunjun Hur,KPop,Baragi,Summer,2020,
K00149,I'M OK,iKON,KPop,NEW KIDS REPACKAGE : THE NEW KIDS,Winter,2019,
K00150,NOBODY LIKE YOU,ITZY,KPop,It'z Me,Winter,2020,
K00151,DAMAGE,JUST B,KPop,JUST BURN,Spring,2021,
K00152,ECHO,KATIE,KPop,ECHO,Spring,2020,
K00153,Galaxy,LADIES' CODE,KPop,MYST3RY,Winter,2016,
K00154,A Different Night,LOONA,KPop,[&],Spring,2021,
K00155,U R,LOONA,KPop,[&],Spring,2021,
K00156,Happier than Ever,MAMAMOO,KPop,I SAY MAMAMOO : THE BEST,Summer,2021,
K00157,2cm (Feat. Paul Kim),MINSEO,KPop,The Diary of Youth,Winter,2019,
K00158,GONE COLD,MXM,KPop,REMATCH,Winter,2018,
K00159,Lemonade,NCT 127,KPop,Sticker,Summer,2021,
K00160,Diggity,NCT DREAM,KPop,Hot Sauce,Spring,2021,
K00161,Irreplaceable,NCT DREAM,KPop,Hot Sauce,Spring,2021,
K00162,Magic,OH MY GIRL,KPop,SECRET GARDEN,Winter,2018,
K00163,VAMOS,OMEGA X,KPop,VAMOS,Spring,2021,
K00164,夢を見ている間,PRODUCE 48,KPop,PRODUCE 48 - FINAL,Summer,2018,
K00165,U GOT IT,PRODUCE X 101,KPop,31 Boys 5 Concepts,Summer,2019,
K00166,Campfire,RED VELVET,KPop,The Red,Summer,2015,
K00167,MY I,SEVENTEEN,KPop,Al1,Spring,2017,
K00168,GLOW,Stray Kids,KPop,Mixtape,Winter,2018,
K00169,Ex,Stray Kids,KPop,IN LIFE,Summer,2020,
K00170,Drive,Stray Kids,KPop,SKZ-PLAYER,Summer,2021,
K00171,CHEESE,Stray Kids,KPop,NOEASY,Summer,2021,
K00172,I (feat. Verbal Jint),TAEYEON,KPop,I,Fall,2015,
K00173,The Light,THE ARK,KPop,Somebody 4 Life,Spring,2015,
K00174,Breaking Dawn,THE BOYZ,KPop,Breaking Dawn,Winter,2021,
K00175,Candy Boy,TWICE,KPop,The Story Begins,Fall,2015,
K00176,One in a Million,TWICE,KPop,TWICEcoaster: Lane 1,Fall,2016,
K00177,21:29,TWICE,KPop,Feel Special,Summer,2019,
K00178,Wanna,Wanna One,KPop,1-1=0 (NOTHING WITHOUT YOU),Fall,2017,
K00179,Domino,WayV,KPop,Awaken The World,Spring,2020,
K00180,Stand By Me,WayV,KPop,Awaken The World,Spring,2020,
K00181,Kick Back,WayV,KPop,Kick Back,Winter,2021,
K00182,empty,WINNER,KPop,2014 S/S,Summer,2014,
K00183,YOU GOT IT - X1 Version,X1,KPop,QUANTUM LEAP,Summer,2019,
K00184,Mermaid,YEEUN,KPop,GOOD GIRL FINAL,Summer,2020,
K00185,CALL,Stray Kids,KPop,Scars,Fall,2021,
K00186,140503 at Dawn,Agust D,KPop,Agust D,Summer,2016,
K00187,Respect,BTS,KPop,MAP OF THE SOUL : 7,Winter,2020,
K00188,Sleepless rainy night,IU,KPop,A flower bookmark,Summer,2017,
K00189,You & I,IZ*ONE,KPop,BLOOM*IZ,Winter,2020,
K00190,Punch,NCT 127,KPop,NCT 127 Neo Zone: The Final Round,Spring,2020,
K00191,La La Love,NCT DREAM,KPop,We Young,Summer,2017,
K00192,Hear The Sea,RED VELVET,KPop,The Red Summer,Summer,2017,
K00193,Diamond,Red Velvet-IRENE & SEULGI,KPop,Monster,Summer,2020,
K00194,Is this bad b***** number?,SOYEON & BIBI & Lee Young Ji,KPop,Windy,Summer,2021,
K00195,KINGDOM COME,THE BOYZ,KPop,KINGDOM <FINAL : WHO IS THE KING?>,Spring,2021,
K00196,WOLF BABY,TRCNG,KPop,WHO AM I,Winter,2018,
K00197,Good at Love,TWICE,KPop,Perfect World,Summer,2021,
K00198,Low Low,WayV-TEN&YANGYANG,KPop,Low Low,Summer,2021,
K00199,Uh-Oh,(G)I-DLE,KPop,Uh-Oh,Spring,2019,
K00200,Forever,aespa,KPop,Forever,Winter,2021,
K00201,Better,BoA,KPop,Better,Fall,2020,
K00202,Coffee,BTS,KPop,"O!RUL8,2?",Summer,2013,
K00203,Make a Wish,CHUNG HA,KPop,Hands on Me,Spring,2017,
K00204,SPICY,CL,KPop,ALPHA,Summer,2021,
K00205,Heaven,EXO,KPop,EX'ACT,Spring,2016,
K00206,For Life,EXO,KPop,For Life,Fall,2016,
K00207,Knock Knock Knock,I.O.I,KPop,Chrysalis,Spring,2016,
K00208,Flu,IU,KPop,LILAC,Winter,2021,
K00209,ONLY ONE,JBJ95,KPop,ONLY ONE,Fall,2019,
K00210,NO ONE (feat. B.I),LeeHi,KPop,24℃,Spring,2019,
K00211,Don't,Loco & Hwa Sa,KPop,The Hyena on the Keyboard,Spring,2018,
K00212,Twilight,LOONA,KPop,Kim Lip,Spring,2017,
K00213,Egoist,LOONA,KPop,Olivia Hye,Winter,2018,
K00214,Moonlight,Lovelyz,KPop,Queendom < FINAL Comeback >,Fall,2019,
K00215,MIDDLE OF THE NIGHT,Monsta X,KPop,ALL ABOUT LUV,Fall,2019,
K00216,Dancing In The Rain,NCT U,KPop,NCT Resonance Pt. 1,Fall,2020,
K00217,Little Little,RED VELVET,KPop,Rookie,Winter,2017,
K00218,everythingoes (with NELL),RM,KPop,mono.,Fall,2018,
K00219,Oh My!,SEVENTEEN,KPop,YOU MAKE MY DAY,Summer,2018,
K00220,My Universe,Stray Kids,KPop,IN LIFE,Summer,2020,
K00221,Teach You,Tiffany Young,KPop,Teach You,Summer,2018,
K00222,Sweet Night,V,KPop,ITAEWON CLASS (Original Television Soundtrack) Pt. 12,Winter,2020,
K00223,Chained Up,VIXX,KPop,Chained Up,Fall,2015,
K00224,Let Me Love You,WayV,KPop,Take Off,Spring,2019,
K00225,FEEL LIKE,WOODZ,KPop,SET,Winter,2021,
K00226,I Want U Around,YUGYEOM & DeVita,KPop,Point Of View: U,Spring,2021,
K00227,Watermelon,SOMI,KPop,XOXO,Fall,2021,
K00228,Make it,2PM,KPop,MUST,Spring,2021,
K00229,FEVER,ATEEZ,KPop,ZERO : FEVER Part.1,Summer,2020,
K00230,Friend,BTOB,KPop,HOUR MOMENT,Fall,2018,
K00231,Show Your Love,BTOB 4U,KPop,INSIDE,Fall,2020,
K00232,Miss Right,BTS,KPop,Skool Luv Affair (Special Edition),Spring,2014,
K00233,Blood Sweat & Tears,BTS,KPop,Wings,Fall,2016,
K00234,MAMA,BTS,KPop,Wings,Fall,2016,
K00235,Offset,CHUNG HA,KPop,Offset,Winter,2018,
K00236,No Oh No,CLC,KPop,Nu.Clear,Spring,2016,
K00237,My Turn,CRAVITY,KPop,HIDEOUT: BE OUR VOICE - SEASON 3.,Winter,2021,
K00238,D+1,EVERGLOW,KPop,ARRIVAL OF EVERGLOW,Winter,2019,
K00239,VO!D,Hyunjun Hur,KPop,VO!D,Spring,2021,
K00240,Hello,JOY,KPop,Hello - Special Album,Spring,2021,
K00241,Don't Recall,KARD,KPop,Don't Recall,Winter,2017,
K00242,Bird,Kim NamJoo,KPop,Bird,Summer,2020,
K00243,Turn It On,LABOUM,KPop,I'M YOURS,Fall,2018,
K00244,HOW R U TODAY ,N.Flying,KPop,HOW ARE YOU?,Spring,2018,
K00245,Touch,NCT 127,KPop,NCT 2018 Empathy,Winter,2018,
K00246,Dear DREAM,NCT DREAM,KPop,We Go Up,Summer,2018,
K00247,Candle Light,NCT DREAM,KPop,Candle Light,Fall,2018,
K00248,SIREN,P1Harmony,KPop,DISHARMONY : STAND OUT,Fall,2020,
K00249,Runaway,PENTAGON,KPop,DEMO_02,Fall,2017,
K00250,Oh Little Girl,PRODUCE 101,KPop,35 Boys 5 Concepts,Spring,2017,
K00251,Paradise,SIYEON,KPop,Dystopia: The Tree of Language,Winter,2020,
K00252,I'LL BE THERE,STAYC,KPop,STEREOTYPE,Summer,2021,
K00253,Mirror,Stray Kids,KPop,I am NOT,Winter,2018,
K00254,She's in the Rain,THE ROSE,KPop,Dawn,Fall,2018,
K00255,Next Page,TWICE,KPop,TWICEcoaster: Lane 1,Fall,2016,
K00256,Dream Launch,WayV,KPop,The Vision,Winter,2019,
K00257,Espresso,TWICE,KPop,Formula of Love: O+T=<3,Fall,2021,
K00258,So Far Away (feat. Suran),Agust D,KPop,Agust D,Summer,2016,
K00259,Good Luck,AOA,KPop,Good Luck,Spring,2016,
K00260,Not Too Late,ATEEZ,KPop,ZERO : FEVER Part.3,Summer,2021,
K00261,Spine Breaker,BTS,KPop,Skool Luv Affair,Winter,2014,
K00262,Lie,BTS,KPop,Wings,Fall,2016,
K00263,Pied Piper,BTS,KPop,Love Yourself 承 Her,Summer,2017,
K00264,Bad Habits,CRAVITY,KPop,HIDEOUT: BE OUR VOICE - SEASON 3.,Winter,2021,
K00265,instagram,DEAN,KPop,instagram,Fall,2017,
K00266,Jazz Bar,DREAMCATCHER,KPop,Dystopia: The Tree of Language,Winter,2020,
K00267,XOXO,EXO,KPop,XOXO (Repackage),Summer,2013,
K00268,Girl X Friend,EXO,KPop,SING FOR YOU,Fall,2015,
K00269,Just as usual,EXO,KPop,DON'T FIGHT THE FEELING,Spring,2021,
K00270,Confession Song,GOT7,KPop,MAD (Winter Edition),Fall,2015,
K00271,I'm bad too,Hwa Sa,KPop,María,Spring,2020,
K00272,Mystery,HYO,KPop,Mystery,Fall,2016,
K00273,My Type,iKON,KPop,WELCOME BACK,Summer,2015,
K00274,Stay Beautiful,JAMIE,KPop,Stay Beautiful,Summer,2019,
K00275,Summer Storm,Jessica,KPop,My Decade,Summer,2017,
K00276,IYAH,KANG SEUNGYOON,KPop,PAGE,Winter,2021,
K00277,CLICK CLICK,Kang xiwon,KPop,CLICK CLICK,Spring,2019,
K00278,Missing Call (feat. SURAN),LUCY,KPop,PANORAMA,Summer,2020,
K00279,Once Again,NCT 127,KPop,NCT #127,Summer,2016,
K00280,Welcome to My Playground,NCT 127,KPop,NCT #127 Regulate,Fall,2018,
K00281,Ugly Dance,ONF,KPop,City of ONF,Spring,2021,
K00282,Critical Beauty,PENTAGON,KPop,CEREMONY,Spring,2017,
K00283,Oh Boy,RED VELVET,KPop,The Red,Summer,2015,
K00284,Bad Dracula,RED VELVET,KPop,Russian Roulette,Summer,2016,
K00285,Would U,RED VELVET,KPop,Would U,Winter,2017,
K00286,Gashina,SUNMI,KPop,Gashina,Summer,2017,
K00287,Starlight (feat. DEAN),TAEYEON,KPop,Why,Spring,2016,
K00288,Heartbreak Hotel,Tiffany Young & Simon Dominic,KPop,Heartbreak Hotel,Spring,2016,
K00289,Don't Call Me Again,TWICE,KPop,MORE & MORE,Spring,2020,
K00290,Sandglass (Prod. Heize),Wanna One,KPop,1÷x=1 (UNDIVIDED),Spring,2018,
K00291,Into You,YURI,KPop,The First Scene,Fall,2018,
K00292,PANG!,SEVENTEEN,KPop,Attacca,Fall,2021,
K00293,ONLY YOU,24K,KPop,ADDICTION,Spring,2017,
K00294,Lonely,2NE1,KPop,2NE1 2nd Mini Album,Summer,2011,
K00295,YESSIR,3YE,KPop,TRIANGLE,Spring,2020,
K00296,PRESENTE,777 (TRIPLE SEVEN),KPop,PRESENTE,Summer,2021,
K00297,give it to me,Agust D,KPop,Agust D,Summer,2016,
K00298,ONE,ASTRO,KPop,All Yours,Spring,2021,
K00299,Aurora,ATEEZ,KPop,TREASURE EP.3: One To All,Spring,2019,
K00300,ROCKY,ATEEZ,KPop,ZERO : FEVER Part.3,Summer,2021,
K00301,ONE SHOT,B.A.P,KPop,ONE SHOT,Winter,2013,
K00302,FLOWER ROAD,BIGBANG,KPop,FLOWER ROAD,Winter,2018,
K00303,Outsider,BTOB 4U,KPop,4U:Outside,Summer,2021,
K00304,Intro: 2 Cool 4 Skool,BTS,KPop,2 Cool 4 Skool,Spring,2013,
K00305,Just One Day,BTS,KPop,Skool Luv Affair,Winter,2014,
K00306,Chica,CHUNG HA,KPop,Flourishing,Spring,2019,
K00307,I Loved You,DAY6,KPop,Every Day6 September,Summer,2017,
K00308,Full Moon,DREAMCATCHER,KPop,Full Moon,Winter,2018,
K00309,What I Want For Christmas,EXO,KPop,For Life,Fall,2016,
K00310,Horololo,EXO-CBX,KPop,MAGIC,Spring,2018,
K00311,NU ABO,f(x),KPop,NU ABO,Spring,2010,
K00312,GOOD BOY,GD X TAEYANG,KPop,GOOD BOY,Fall,2014,
K00313,Burn Out ,GIANT PINK & RYEOWOOK,KPop,Burn Out ,Summer,2020,
K00314,Don't forget,HA SUNG WOON & PARK JI HOON,KPop,Don't forget,Winter,2019,
K00315,Second,HYO,KPop,Second,Summer,2021,
K00316,CHERRY,ITZY,KPop,IT'z ICY,Summer,2019,
K00317,Be In Love,ITZY,KPop,Not Shy,Summer,2020,
K00318,Base Line,j-hope,KPop,Hope World,Winter,2018,
K00319,SOLO,JENNIE,KPop,SOLO,Fall,2018,
K00320,Firework,LABOUM,KPop,Two of Us,Summer,2019,
K00321,Savior (feat. B.I),LeeHi,KPop,4 ONLY,Summer,2021,
K00322,Heat,LOONA,KPop,[+ +],Summer,2018,
K00323,SOMEONE'S SOMEONE,Monsta X,KPop,ALL ABOUT LUV,Fall,2019,
K00324,GOOD DAY,MXM,KPop,GOOD DAY,Summer,2017,
K00325,Running 2 U,NCT 127,KPop,NCT #127 Cherry Bomb,Spring,2017,
K00326,Reminisce about All,ONEWE,KPop,1 Apr,Spring,2019,
K00327,New World,ONF,KPop,Road to Kingdom FINAL,Spring,2020,
K00328,Can You Feel It,PENTAGON,KPop,Five Senses,Fall,2016,
K00329,Fantasy,PinkFantasy,KPop,Fantasy,Summer,2019,
K00330,Shadow Play,PinkFantasy,KPop,Shadow Play,Summer,2020,
K00331,Sunny Afternoon,RED VELVET,KPop,Russian Roulette,Summer,2016,
K00332,My Second Date,RED VELVET,KPop,Perfect Velvet,Fall,2017,
K00333,Parade,RED VELVET,KPop,The ReVe Festival Day 1,Spring,2019,
K00334,On The Ground,ROSÉ,KPop,R,Winter,2021,
K00335,COMPLEX,STAYC,KPop,STEREOTYPE,Summer,2021,
K00336,You Can STAY,Stray Kids,KPop,Clé: LEVANTER,Fall,2019,
K00337,Another Day,Stray Kids,KPop,GO LIVE,Spring,2020,
K00338,Lo Siento,SUPER JUNIOR,KPop,REPLAY,Spring,2018,
K00339,REVEAL,THE BOYZ,KPop,REVEAL,Winter,2020,
K00340,Turtle,TWICE,KPop,twicetagram,Fall,2017,
K00341,Love Line,TWICE,KPop,twicetagram,Fall,2017,
K00342,It's Definitely You,V & JIN,KPop,"HWARANG, Pt. 2 (Music from the Original TV Series)",Fall,2016,
K00343,HWAA,(G)I-DLE,KPop,I burn,Winter,2021,
K00344,MOON,(G)I-DLE,KPop,I burn,Winter,2021,
K00345,Give Love,AKMU,KPop,PLAY,Spring,2014,
K00346,If I Ruled the World,BTS,KPop,"O!RUL8,2?",Summer,2013,
K00347,24/7=Heaven,BTS,KPop,Dark & Wild,Summer,2014,
K00348,Waste It On Me,BTS & Steve Aoki,KPop,Waste It On Me,Fall,2018,
K00349,Villain,CHEETAH & JAMIE,KPop,Villain,Winter,2021,
K00350,Luce Sicut Stellae,CHUNG HA,KPop,Querencia,Winter,2021,
K00351,TESSERACT,CIX,KPop,"TESSERACT (Prod. HUI, Minit)",Summer,2021,
K00352,WAVE,CIX,KPop,OK' Prologue : Be OK,Summer,2021,
K00353,Not For Sale,ENHYPEN,KPop,BORDER : CARNIVAL,Spring,2021,
K00354,"You, Who?",Eric Nam & SOMI,KPop,"You, Who?",Winter,2017,
K00355,My Turn to Cry,EXO,KPop,Miracles in December,Fall,2013,
K00356,BULLSHIT,G-DRAGON,KPop,KWON JI YONG,Spring,2017,
K00357,Just Right,GOT7,KPop,JUST RIGHT,Summer,2015,
K00358,Skyway,GOT7,KPop,Flight Log : Turbulence,Fall,2016,
K00359,Rainbow,gugudan,KPop,Act.2 Narcissus,Winter,2017,
K00360,Born to be Wild,HYO & Min & JO KWON & J.Y. Park,KPop,Born to be Wild,Summer,2016,
K00361,More More,I.O.I,KPop,miss me?,Fall,2016,
K00362,SWIPE,ITZY,KPop,Crazy in Love,Summer,2021,
K00363,Break Ice,ITZY & Second Aunt Kim Davi,KPop,Break Ice,Summer,2021,
K00364,Really Like You,IZ*ONE,KPop,HEART*IZ,Spring,2019,
K00365,What Type of X,Jessi,KPop,What Type of X,Winter,2021,
K00366,2U,KANG DANIEL,KPop,CYAN,Winter,2020,
K00367,You In Me,KARD,KPop,YOU & ME,Fall,2017,
K00368,Baby Don't Stop,NCT U,KPop,NCT 2018 Empathy,Winter,2018,
K00369,Hello,NU'EST,KPop,Hello,Winter,2013,
K00370,Mosquito,RED VELVET,KPop,Summer Magic,Summer,2018,
K00371,HOME;RUN,SEVENTEEN,KPop,; [Semicolon],Fall,2020,
K00372,Merry Bad Ending,THE BOYZ,KPop,THRILL-ING,Summer,2021,
K00373,What if I had been that PUMA,TXT,KPop,The Chaos Chapter: FREEZE,Spring,2021,
K00374,Frost,TXT,KPop,The Chaos Chapter: FREEZE,Spring,2021,
K00375,WINTER FLOWER (feat.RM),YOUNHA,KPop,UNSTABLE MINDSET,Winter,2020,
K00376,Super Fly,24K,KPop,Super Fly,Fall,2015,
K00377,Moonlight,Agust D,KPop,D-2,Spring,2020,
K00378,Knock,ASTRO,KPop,GATEWAY,Spring,2020,
K00379,PLAYING WITH FIRE,BLACKPINK,KPop,SQUARE TWO,Fall,2016,
K00380,We On,BTS,KPop,"O!RUL8,2?",Summer,2013,
K00381,BTS Cypher Pt.1,BTS,KPop,"O!RUL8,2?",Summer,2013,
K00382,Could You Turn off Your Cell Phone,BTS,KPop,Dark & Wild,Summer,2014,
K00383,First Love,BTS,KPop,Wings,Fall,2016,
K00384,Lemon (feat. Colde),CHUNG HA,KPop,Querencia,Winter,2021,
